1.060	30.000	27.489	0.771	2.511
1.070	30.000	27.489	0.825	2.511
1.080	30.000	27.489	0.878	2.511
1.090	30.000	27.882	0.813	2.118
1.100	30.000	27.489	0.976	2.511
1.110	30.000	27.489	1.029	2.511
1.120	30.000	27.489	1.082	2.511
1.130	30.000	27.882	1.017	2.118
1.140	30.000	27.489	1.181	2.511
1.150	30.000	27.489	1.234	2.511
1.160	30.000	27.882	1.169	2.118
1.170	30.000	27.882	1.214	2.118
1.180	30.000	27.489	1.377	2.511
1.190	30.000	27.882	1.312	2.118
1.200	30.000	27.882	1.357	2.118
1.210	30.000	27.882	1.402	2.118
1.220	30.000	27.882	1.447	2.118
1.230	30.000	28.274	1.373	1.726
1.240	30.000	28.275	1.410	1.725
1.250	30.000	28.274	1.446	1.726
1.260	30.000	28.275	1.483	1.725
1.270	30.000	28.274	1.520	1.726
1.280	30.000	28.275	1.556	1.725
1.290	30.000	28.667	1.474	1.333
1.300	30.000	28.667	1.503	1.333
1.310	30.000	28.667	1.531	1.333
1.320	30.000	28.667	1.559	1.333
1.330	30.000	29.060	1.469	0.940
1.340	30.000	29.060	1.489	0.940
1.350	30.000	28.667	1.627	1.333
1.360	30.000	29.453	1.419	0.547
1.370	30.000	29.060	1.549	0.940
1.380	30.000	29.060	1.569	0.940
1.390	30.000	29.453	1.470	0.547
1.400	30.000	29.453	1.482	0.547
1.410	30.000	29.453	1.494	0.547
1.420	30.000	29.452	1.505	0.548
1.430	30.000	29.845	1.399	0.155
1.440	30.000	29.452	1.520	0.548
1.450	30.000	29.845	1.413	0.155
1.460	30.000	29.845	1.417	0.155
1.470	30.000	29.845	1.420	0.155
1.480	30.000	29.845	1.423	0.155
1.490	30.000	30.238	1.308	-0.238
1.500	30.000	29.845	1.422	0.155
1.510	30.000	30.238	1.307	-0.238
1.520	30.000	30.238	1.302	-0.238
1.530	30.000	30.238	1.297	-0.238
1.540	30.000	30.238	1.291	-0.238
1.550	30.000	30.238	1.286	-0.238
1.560	30.000	30.630	1.163	-0.630
1.570	30.000	30.238	1.268	-0.238
1.580	30.000	30.630	1.145	-0.630
1.590	30.000	30.630	1.131	-0.630
1.600	30.000	30.238	1.236	-0.238
1.610	30.000	30.630	1.113	-0.630
1.620	30.000	30.238	1.218	-0.238
1.630	30.000	31.023	0.976	-1.023
1.640	30.000	30.238	1.191	-0.238
1.650	30.000	30.630	1.068	-0.630
1.660	30.000	30.630	1.054	-0.630
1.670	30.000	30.630	1.041	-0.630
1.680	30.000	30.630	1.028	-0.630
1.690	30.000	31.023	0.896	-1.023
1.700	30.000	30.238	1.111	-0.238
1.710	30.000	31.023	0.869	-1.023
1.720	30.000	30.630	0.966	-0.630
1.730	30.000	30.630	0.953	-0.630
1.740	30.000	30.630	0.939	-0.630
1.750	30.000	31.023	0.807	-1.023
1.760	30.000	30.238	1.022	-0.238
1.770	30.000	31.023	0.781	-1.023
1.780	30.000	30.630	0.877	-0.630
1.790	30.000	30.630	0.864	-0.630
1.800	30.000	30.630	0.851	-0.630
1.810	30.000	30.631	0.837	-0.631
1.820	30.000	30.238	0.942	-0.238
1.830	30.000	31.023	0.701	-1.023
1.840	30.000	30.238	0.916	-0.238
1.850	30.000	30.631	0.792	-0.631
1.860	30.000	30.630	0.779	-0.630
1.870	30.000	30.630	0.765	-0.630
1.880	30.000	30.238	0.870	-0.238
1.890	30.000	30.630	0.747	-0.630
1.900	30.000	30.631	0.734	-0.631
1.910	30.000	30.238	0.839	-0.238
1.920	30.000	30.630	0.715	-0.630
1.930	30.000	30.238	0.820	-0.238
1.940	30.000	30.630	0.697	-0.630
1.950	30.000	30.238	0.802	-0.238
1.960	30.000	30.238	0.797	-0.238
1.970	30.000	30.630	0.673	-0.630
1.980	30.000	30.238	0.778	-0.238
1.990	30.000	30.238	0.773	-0.238
2.000	30.000	30.238	0.768	-0.238
