11.150	52.229	2.945
11.160	52.229	2.968
11.170	52.229	2.985
11.180	52.622	2.996
11.190	52.622	3.000
11.200	52.622	2.998
11.210	53.014	2.989
11.220	53.014	2.975
11.230	53.014	2.954
11.240	53.407	2.926
11.250	53.407	2.893
11.260	53.407	2.855
11.270	53.407	2.810
11.280	53.800	2.761
11.290	53.800	2.707
11.300	53.800	2.648
11.310	53.800	2.585
11.320	53.800	2.518
11.330	54.192	2.448
11.340	54.192	2.375
11.350	54.192	2.300
11.360	54.192	2.223
11.370	54.192	2.144
11.380	54.192	2.065
11.390	54.192	1.985
11.400	54.192	1.905
11.410	54.192	1.826
11.420	54.192	1.748
11.430	54.192	1.671
11.440	53.800	1.597
11.450	54.192	1.525
11.460	53.800	1.456
11.470	53.800	1.391
11.480	53.800	1.329
11.490	53.800	1.272
11.500	53.800	1.220
11.510	53.407	1.172
11.520	53.407	1.130
11.530	53.407	1.093
11.540	53.014	1.063
11.550	53.014	1.038
11.560	53.014	1.019
11.570	52.622	1.007
11.580	52.622	1.001
11.590	52.622	1.001
11.600	52.622	1.008
11.610	52.229	1.021
11.620	52.229	1.040
11.630	51.836	1.066
11.640	52.229	1.097
11.650	51.836	1.134
